id,date,store_nbr,family,sales,onpromotion
2799,2013-01-02,37,PLAYERS AND ELECTRONICS,0.0,0
2800,2013-01-02,37,POULTRY,248.552,0
2801,2013-01-02,37,PREPARED FOODS,169.0,0
2802,2013-01-02,37,PRODUCE,0.0,0
2803,2013-01-02,37,SCHOOL AND OFFICE SUPPLIES,0.0,0
2804,2013-01-02,37,SEAFOOD,13.778999,0
2805,2013-01-02,38,AUTOMOTIVE,8.0,0
2806,2013-01-02,38,BABY CARE,0.0,0
2807,2013-01-02,38,BEAUTY,7.0,0
2808,2013-01-02,38,BEVERAGES,719.0,0
2809,2013-01-02,38,BOOKS,0.0,0
2810,2013-01-02,38,BREAD/BAKERY,624.891,0
2811,2013-01-02,38,CELEBRATION,0.0,0
2812,2013-01-02,38,CLEANING,1461.0,0
2813,2013-01-02,38,DAIRY,571.0,0
2814,2013-01-02,38,DELI,244.265,0
2815,2013-01-02,38,EGGS,200.0,0
2816,2013-01-02,38,FROZEN FOODS,180.752,0
2817,2013-01-02,38,GROCERY I,4005.0,0
2818,2013-01-02,38,GROCERY II,34.0,0
2819,2013-01-02,38,HARDWARE,4.0,0
2820,2013-01-02,38,HOME AND KITCHEN I,0.0,0
2821,2013-01-02,38,HOME AND KITCHEN II,0.0,0
2822,2013-01-02,38,HOME APPLIANCES,0.0,0
2823,2013-01-02,38,HOME CARE,0.0,0
2824,2013-01-02,38,LADIESWEAR,0.0,0
2825,2013-01-02,38,LAWN AND GARDEN,1.0,0
2826,2013-01-02,38,LINGERIE,15.0,0
2827,2013-01-02,38,"LIQUOR,WINE,BEER",47.0,0
2828,2013-01-02,38,MAGAZINES,0.0,0
2829,2013-01-02,38,MEATS,291.152,0
2830,2013-01-02,38,PERSONAL CARE,450.0,0
2831,2013-01-02,38,PET SUPPLIES,0.0,0
2832,2013-01-02,38,PLAYERS AND ELECTRONICS,0.0,0
2833,2013-01-02,38,POULTRY,137.539,0
2834,2013-01-02,38,PREPARED FOODS,157.953,0
2835,2013-01-02,38,PRODUCE,0.0,0
2836,2013-01-02,38,SCHOOL AND OFFICE SUPPLIES,0.0,0
2837,2013-01-02,38,SEAFOOD,39.955,0
2838,2013-01-02,39,AUTOMOTIVE,5.0,0
2839,2013-01-02,39,BABY CARE,0.0,0
2840,2013-01-02,39,BEAUTY,1.0,0
2841,2013-01-02,39,BEVERAGES,928.0,0
2842,2013-01-02,39,BOOKS,0.0,0
2843,2013-01-02,39,BREAD/BAKERY,1035.0,0
2844,2013-01-02,39,CELEBRATION,0.0,0
2845,2013-01-02,39,CLEANING,2638.0,0
2846,2013-01-02,39,DAIRY,219.0,0
2847,2013-01-02,39,DELI,135.924,0
2848,2013-01-02,39,EGGS,183.0,0
2849,2013-01-02,39,FROZEN FOODS,34.211,0
2850,2013-01-02,39,GROCERY I,3927.0,0
2851,2013-01-02,39,GROCERY II,36.0,0
2852,2013-01-02,39,HARDWARE,2.0,0
2853,2013-01-02,39,HOME AND KITCHEN I,0.0,0
2854,2013-01-02,39,HOME AND KITCHEN II,0.0,0
2855,2013-01-02,39,HOME APPLIANCES,1.0,0
2856,2013-01-02,39,HOME CARE,0.0,0
2857,2013-01-02,39,LADIESWEAR,0.0,0
2858,2013-01-02,39,LAWN AND GARDEN,1.0,0
2859,2013-01-02,39,LINGERIE,6.0,0
2860,2013-01-02,39,"LIQUOR,WINE,BEER",33.0,0
2861,2013-01-02,39,MAGAZINES,0.0,0
2862,2013-01-02,39,MEATS,141.338,0
2863,2013-01-02,39,PERSONAL CARE,404.0,0
2864,2013-01-02,39,PET SUPPLIES,0.0,0
2865,2013-01-02,39,PLAYERS AND ELECTRONICS,0.0,0
2866,2013-01-02,39,POULTRY,148.59601,0
2867,2013-01-02,39,PREPARED FOODS,61.0,0
2868,2013-01-02,39,PRODUCE,0.0,0
2869,2013-01-02,39,SCHOOL AND OFFICE SUPPLIES,0.0,0
2870,2013-01-02,39,SEAFOOD,16.302,0
2871,2013-01-02,4,AUTOMOTIVE,12.0,0
2872,2013-01-02,4,BABY CARE,0.0,0
2873,2013-01-02,4,BEAUTY,7.0,0
2874,2013-01-02,4,BEVERAGES,1545.0,0
2875,2013-01-02,4,BOOKS,0.0,0
2876,2013-01-02,4,BREAD/BAKERY,422.537,0
2877,2013-01-02,4,CELEBRATION,0.0,0
2878,2013-01-02,4,CLEANING,1358.0,0
2879,2013-01-02,4,DAIRY,589.0,0
2880,2013-01-02,4,DELI,268.344,0
2881,2013-01-02,4,EGGS,273.0,0
2882,2013-01-02,4,FROZEN FOODS,146.132,0
2883,2013-01-02,4,GROCERY I,4087.0,0
2884,2013-01-02,4,GROCERY II,43.0,0
2885,2013-01-02,4,HARDWARE,0.0,0
2886,2013-01-02,4,HOME AND KITCHEN I,0.0,0
2887,2013-01-02,4,HOME AND KITCHEN II,0.0,0
2888,2013-01-02,4,HOME APPLIANCES,0.0,0
2889,2013-01-02,4,HOME CARE,0.0,0
2890,2013-01-02,4,LADIESWEAR,0.0,0
2891,2013-01-02,4,LAWN AND GARDEN,9.0,0
2892,2013-01-02,4,LINGERIE,11.0,0
2893,2013-01-02,4,"LIQUOR,WINE,BEER",27.0,0
2894,2013-01-02,4,MAGAZINES,0.0,0
2895,2013-01-02,4,MEATS,494.204,0
2896,2013-01-02,4,PERSONAL CARE,387.0,0
2897,2013-01-02,4,PET SUPPLIES,0.0,0
2898,2013-01-02,4,PLAYERS AND ELECTRONICS,0.0,0
2899,2013-01-02,4,POULTRY,385.80698,0
2900,2013-01-02,4,PREPARED FOODS,109.062,0
2901,2013-01-02,4,PRODUCE,0.0,0
2902,2013-01-02,4,SCHOOL AND OFFICE SUPPLIES,0.0,0
2903,2013-01-02,4,SEAFOOD,25.998,0
2904,2013-01-02,40,AUTOMOTIVE,2.0,0
2905,2013-01-02,40,BABY CARE,0.0,0
2906,2013-01-02,40,BEAUTY,1.0,0
2907,2013-01-02,40,BEVERAGES,483.0,0
2908,2013-01-02,40,BOOKS,0.0,0
2909,2013-01-02,40,BREAD/BAKERY,299.0,0
2910,2013-01-02,40,CELEBRATION,0.0,0
2911,2013-01-02,40,CLEANING,889.0,0
2912,2013-01-02,40,DAIRY,139.0,0
2913,2013-01-02,40,DELI,156.0,0
2914,2013-01-02,40,EGGS,127.0,0
2915,2013-01-02,40,FROZEN FOODS,12.0,0
2916,2013-01-02,40,GROCERY I,2473.0,0
2917,2013-01-02,40,GROCERY II,25.0,0
2918,2013-01-02,40,HARDWARE,0.0,0
2919,2013-01-02,40,HOME AND KITCHEN I,0.0,0
2920,2013-01-02,40,HOME AND KITCHEN II,0.0,0
2921,2013-01-02,40,HOME APPLIANCES,0.0,0
2922,2013-01-02,40,HOME CARE,0.0,0
2923,2013-01-02,40,LADIESWEAR,0.0,0
2924,2013-01-02,40,LAWN AND GARDEN,0.0,0
2925,2013-01-02,40,LINGERIE,0.0,0
2926,2013-01-02,40,"LIQUOR,WINE,BEER",7.0,0
2927,2013-01-02,40,MAGAZINES,0.0,0
2928,2013-01-02,40,MEATS,72.568,0
2929,2013-01-02,40,PERSONAL CARE,229.0,0
2930,2013-01-02,40,PET SUPPLIES,0.0,0
2931,2013-01-02,40,PLAYERS AND ELECTRONICS,0.0,0
2932,2013-01-02,40,POULTRY,11.446,0
2933,2013-01-02,40,PREPARED FOODS,38.0,0
2934,2013-01-02,40,PRODUCE,0.0,0
2935,2013-01-02,40,SCHOOL AND OFFICE SUPPLIES,0.0,0
2936,2013-01-02,40,SEAFOOD,1.0,0
2937,2013-01-02,41,AUTOMOTIVE,4.0,0
2938,2013-01-02,41,BABY CARE,0.0,0
2939,2013-01-02,41,BEAUTY,4.0,0
2940,2013-01-02,41,BEVERAGES,628.0,0
2941,2013-01-02,41,BOOKS,0.0,0
2942,2013-01-02,41,BREAD/BAKERY,312.165,0
2943,2013-01-02,41,CELEBRATION,0.0,0
2944,2013-01-02,41,CLEANING,786.0,0
2945,2013-01-02,41,DAIRY,276.0,0
2946,2013-01-02,41,DELI,206.435,0
2947,2013-01-02,41,EGGS,127.0,0
2948,2013-01-02,41,FROZEN FOODS,94.539,0
2949,2013-01-02,41,GROCERY I,2211.0,0
2950,2013-01-02,41,GROCERY II,14.0,0
2951,2013-01-02,41,HARDWARE,2.0,0
2952,2013-01-02,41,HOME AND KITCHEN I,0.0,0
2953,2013-01-02,41,HOME AND KITCHEN II,0.0,0
2954,2013-01-02,41,HOME APPLIANCES,0.0,0
2955,2013-01-02,41,HOME CARE,0.0,0
2956,2013-01-02,41,LADIESWEAR,0.0,0
2957,2013-01-02,41,LAWN AND GARDEN,1.0,0
2958,2013-01-02,41,LINGERIE,6.0,0
2959,2013-01-02,41,"LIQUOR,WINE,BEER",13.0,0
2960,2013-01-02,41,MAGAZINES,0.0,0
2961,2013-01-02,41,MEATS,158.544,0
2962,2013-01-02,41,PERSONAL CARE,181.0,0
2963,2013-01-02,41,PET SUPPLIES,0.0,0
2964,2013-01-02,41,PLAYERS AND ELECTRONICS,0.0,0
2965,2013-01-02,41,POULTRY,105.501,0
2966,2013-01-02,41,PREPARED FOODS,67.649,0
2967,2013-01-02,41,PRODUCE,0.0,0
2968,2013-01-02,41,SCHOOL AND OFFICE SUPPLIES,0.0,0
2969,2013-01-02,41,SEAFOOD,8.0,0
2970,2013-01-02,42,AUTOMOTIVE,0.0,0
2971,2013-01-02,42,BABY CARE,0.0,0
2972,2013-01-02,42,BEAUTY,0.0,0
2973,2013-01-02,42,BEVERAGES,0.0,0
2974,2013-01-02,42,BOOKS,0.0,0
2975,2013-01-02,42,BREAD/BAKERY,0.0,0
2976,2013-01-02,42,CELEBRATION,0.0,0
2977,2013-01-02,42,CLEANING,0.0,0
2978,2013-01-02,42,DAIRY,0.0,0
2979,2013-01-02,42,DELI,0.0,0
2980,2013-01-02,42,EGGS,0.0,0
2981,2013-01-02,42,FROZEN FOODS,0.0,0
2982,2013-01-02,42,GROCERY I,0.0,0
2983,2013-01-02,42,GROCERY II,0.0,0
2984,2013-01-02,42,HARDWARE,0.0,0
2985,2013-01-02,42,HOME AND KITCHEN I,0.0,0
2986,2013-01-02,42,HOME AND KITCHEN II,0.0,0
2987,2013-01-02,42,HOME APPLIANCES,0.0,0
2988,2013-01-02,42,HOME CARE,0.0,0
2989,2013-01-02,42,LADIESWEAR,0.0,0
2990,2013-01-02,42,LAWN AND GARDEN,0.0,0
2991,2013-01-02,42,LINGERIE,0.0,0
2992,2013-01-02,42,"LIQUOR,WINE,BEER",0.0,0
2993,2013-01-02,42,MAGAZINES,0.0,0
2994,2013-01-02,42,MEATS,0.0,0
2995,2013-01-02,42,PERSONAL CARE,0.0,0
2996,2013-01-02,42,PET SUPPLIES,0.0,0
2997,2013-01-02,42,PLAYERS AND ELECTRONICS,0.0,0
2998,2013-01-02,42,POULTRY,0.0,0
2999,2013-01-02,42,PREPARED FOODS,0.0,0
3000,2013-01-02,42,PRODUCE,0.0,0
3001,2013-01-02,42,SCHOOL AND OFFICE SUPPLIES,0.0,0
3002,2013-01-02,42,SEAFOOD,0.0,0
3003,2013-01-02,43,AUTOMOTIVE,2.0,0
3004,2013-01-02,43,BABY CARE,0.0,0
3005,2013-01-02,43,BEAUTY,2.0,0
3006,2013-01-02,43,BEVERAGES,1137.0,0
3007,2013-01-02,43,BOOKS,0.0,0
3008,2013-01-02,43,BREAD/BAKERY,291.0,0
3009,2013-01-02,43,CELEBRATION,0.0,0
3010,2013-01-02,43,CLEANING,990.0,0
3011,2013-01-02,43,DAIRY,65.0,0
3012,2013-01-02,43,DELI,150.0,0
3013,2013-01-02,43,EGGS,88.0,0
3014,2013-01-02,43,FROZEN FOODS,13.0,0
3015,2013-01-02,43,GROCERY I,2753.0,0
3016,2013-01-02,43,GROCERY II,9.0,0
3017,2013-01-02,43,HARDWARE,0.0,0
3018,2013-01-02,43,HOME AND KITCHEN I,0.0,0
3019,2013-01-02,43,HOME AND KITCHEN II,0.0,0
3020,2013-01-02,43,HOME APPLIANCES,0.0,0
3021,2013-01-02,43,HOME CARE,0.0,0
3022,2013-01-02,43,LADIESWEAR,0.0,0
3023,2013-01-02,43,LAWN AND GARDEN,0.0,0
3024,2013-01-02,43,LINGERIE,7.0,0
3025,2013-01-02,43,"LIQUOR,WINE,BEER",151.0,0
3026,2013-01-02,43,MAGAZINES,0.0,0
3027,2013-01-02,43,MEATS,57.174,0
3028,2013-01-02,43,PERSONAL CARE,238.0,0
3029,2013-01-02,43,PET SUPPLIES,0.0,0
3030,2013-01-02,43,PLAYERS AND ELECTRONICS,0.0,0
3031,2013-01-02,43,POULTRY,66.161,0
3032,2013-01-02,43,PREPARED FOODS,35.0,0
3033,2013-01-02,43,PRODUCE,0.0,0
3034,2013-01-02,43,SCHOOL AND OFFICE SUPPLIES,0.0,0
3035,2013-01-02,43,SEAFOOD,0.0,0
3036,2013-01-02,44,AUTOMOTIVE,16.0,0
3037,2013-01-02,44,BABY CARE,0.0,0
3038,2013-01-02,44,BEAUTY,7.0,0
3039,2013-01-02,44,BEVERAGES,5466.0,0
3040,2013-01-02,44,BOOKS,0.0,0
3041,2013-01-02,44,BREAD/BAKERY,1491.913,0
3042,2013-01-02,44,CELEBRATION,0.0,0
3043,2013-01-02,44,CLEANING,3731.0,0
3044,2013-01-02,44,DAIRY,2101.0,0
3045,2013-01-02,44,DELI,826.643,0
3046,2013-01-02,44,EGGS,997.0,0
3047,2013-01-02,44,FROZEN FOODS,778.704,0
3048,2013-01-02,44,GROCERY I,10686.0,0
3049,2013-01-02,44,GROCERY II,135.0,0
3050,2013-01-02,44,HARDWARE,2.0,0
3051,2013-01-02,44,HOME AND KITCHEN I,0.0,0
3052,2013-01-02,44,HOME AND KITCHEN II,0.0,0
3053,2013-01-02,44,HOME APPLIANCES,0.0,0
3054,2013-01-02,44,HOME CARE,0.0,0
3055,2013-01-02,44,LADIESWEAR,0.0,0
3056,2013-01-02,44,LAWN AND GARDEN,12.0,0
3057,2013-01-02,44,LINGERIE,4.0,0
3058,2013-01-02,44,"LIQUOR,WINE,BEER",250.0,0
3059,2013-01-02,44,MAGAZINES,0.0,0
3060,2013-01-02,44,MEATS,1072.927,0
3061,2013-01-02,44,PERSONAL CARE,716.0,0
3062,2013-01-02,44,PET SUPPLIES,0.0,0
3063,2013-01-02,44,PLAYERS AND ELECTRONICS,0.0,0
3064,2013-01-02,44,POULTRY,1034.765,0
3065,2013-01-02,44,PREPARED FOODS,616.862,0
3066,2013-01-02,44,PRODUCE,0.0,0
3067,2013-01-02,44,SCHOOL AND OFFICE SUPPLIES,0.0,0
3068,2013-01-02,44,SEAFOOD,150.367,0
3069,2013-01-02,45,AUTOMOTIVE,13.0,0
3070,2013-01-02,45,BABY CARE,0.0,0
3071,2013-01-02,45,BEAUTY,9.0,0
3072,2013-01-02,45,BEVERAGES,4070.0,0
3073,2013-01-02,45,BOOKS,0.0,0
3074,2013-01-02,45,BREAD/BAKERY,1207.979,0
3075,2013-01-02,45,CELEBRATION,0.0,0
3076,2013-01-02,45,CLEANING,3557.0,0
3077,2013-01-02,45,DAIRY,1410.0,0
3078,2013-01-02,45,DELI,834.996,0
3079,2013-01-02,45,EGGS,702.0,0
3080,2013-01-02,45,FROZEN FOODS,600.702,0
3081,2013-01-02,45,GROCERY I,11422.0,0
3082,2013-01-02,45,GROCERY II,150.0,0
3083,2013-01-02,45,HARDWARE,0.0,0
3084,2013-01-02,45,HOME AND KITCHEN I,0.0,0
3085,2013-01-02,45,HOME AND KITCHEN II,0.0,0
3086,2013-01-02,45,HOME APPLIANCES,2.0,0
3087,2013-01-02,45,HOME CARE,0.0,0
3088,2013-01-02,45,LADIESWEAR,0.0,0
3089,2013-01-02,45,LAWN AND GARDEN,8.0,0
3090,2013-01-02,45,LINGERIE,3.0,0
3091,2013-01-02,45,"LIQUOR,WINE,BEER",74.0,0
3092,2013-01-02,45,MAGAZINES,0.0,0
3093,2013-01-02,45,MEATS,1640.979,0
3094,2013-01-02,45,PERSONAL CARE,756.0,0
3095,2013-01-02,45,PET SUPPLIES,0.0,0
3096,2013-01-02,45,PLAYERS AND ELECTRONICS,0.0,0
3097,2013-01-02,45,POULTRY,727.80597,0
3098,2013-01-02,45,PREPARED FOODS,318.04498,0
3099,2013-01-02,45,PRODUCE,0.0,0
3100,2013-01-02,45,SCHOOL AND OFFICE SUPPLIES,0.0,0
3101,2013-01-02,45,SEAFOOD,105.544,0
3102,2013-01-02,46,AUTOMOTIVE,11.0,0
3103,2013-01-02,46,BABY CARE,0.0,0
3104,2013-01-02,46,BEAUTY,18.0,0
3105,2013-01-02,46,BEVERAGES,3459.0,0
3106,2013-01-02,46,BOOKS,0.0,0
3107,2013-01-02,46,BREAD/BAKERY,860.43,0
3108,2013-01-02,46,CELEBRATION,0.0,0
3109,2013-01-02,46,CLEANING,3877.0,0
3110,2013-01-02,46,DAIRY,1081.0,0
3111,2013-01-02,46,DELI,1296.752,0
3112,2013-01-02,46,EGGS,386.0,0
3113,2013-01-02,46,FROZEN FOODS,553.936,0
3114,2013-01-02,46,GROCERY I,10892.0,0
3115,2013-01-02,46,GROCERY II,101.0,0
3116,2013-01-02,46,HARDWARE,0.0,0
3117,2013-01-02,46,HOME AND KITCHEN I,0.0,0
3118,2013-01-02,46,HOME AND KITCHEN II,0.0,0
3119,2013-01-02,46,HOME APPLIANCES,6.0,0
3120,2013-01-02,46,HOME CARE,0.0,0
3121,2013-01-02,46,LADIESWEAR,0.0,0
3122,2013-01-02,46,LAWN AND GARDEN,6.0,0
3123,2013-01-02,46,LINGERIE,3.0,0
3124,2013-01-02,46,"LIQUOR,WINE,BEER",61.0,0
3125,2013-01-02,46,MAGAZINES,0.0,0
3126,2013-01-02,46,MEATS,1966.993,0
3127,2013-01-02,46,PERSONAL CARE,1122.0,0
3128,2013-01-02,46,PET SUPPLIES,0.0,0
3129,2013-01-02,46,PLAYERS AND ELECTRONICS,0.0,0
3130,2013-01-02,46,POULTRY,1198.384,0
3131,2013-01-02,46,PREPARED FOODS,180.643,0
3132,2013-01-02,46,PRODUCE,0.0,0
3133,2013-01-02,46,SCHOOL AND OFFICE SUPPLIES,0.0,0
3134,2013-01-02,46,SEAFOOD,69.782,0
3135,2013-01-02,47,AUTOMOTIVE,11.0,0
3136,2013-01-02,47,BABY CARE,0.0,0
3137,2013-01-02,47,BEAUTY,14.0,0
3138,2013-01-02,47,BEVERAGES,3840.0,0
3139,2013-01-02,47,BOOKS,0.0,0
3140,2013-01-02,47,BREAD/BAKERY,1377.551,0
3141,2013-01-02,47,CELEBRATION,0.0,0
3142,2013-01-02,47,CLEANING,3763.0,0
3143,2013-01-02,47,DAIRY,1489.0,0
3144,2013-01-02,47,DELI,1046.028,0
3145,2013-01-02,47,EGGS,638.0,0
3146,2013-01-02,47,FROZEN FOODS,522.605,0
3147,2013-01-02,47,GROCERY I,10867.0,0
3148,2013-01-02,47,GROCERY II,71.0,0
3149,2013-01-02,47,HARDWARE,1.0,0
3150,2013-01-02,47,HOME AND KITCHEN I,0.0,0
3151,2013-01-02,47,HOME AND KITCHEN II,0.0,0
3152,2013-01-02,47,HOME APPLIANCES,0.0,0
3153,2013-01-02,47,HOME CARE,0.0,0
3154,2013-01-02,47,LADIESWEAR,0.0,0
3155,2013-01-02,47,LAWN AND GARDEN,8.0,0
3156,2013-01-02,47,LINGERIE,1.0,0
3157,2013-01-02,47,"LIQUOR,WINE,BEER",93.0,0
3158,2013-01-02,47,MAGAZINES,0.0,0
3159,2013-01-02,47,MEATS,1143.33,0
3160,2013-01-02,47,PERSONAL CARE,935.0,0
3161,2013-01-02,47,PET SUPPLIES,0.0,0
3162,2013-01-02,47,PLAYERS AND ELECTRONICS,0.0,0
3163,2013-01-02,47,POULTRY,1041.043,0
3164,2013-01-02,47,PREPARED FOODS,242.03601,0
3165,2013-01-02,47,PRODUCE,0.0,0
3166,2013-01-02,47,SCHOOL AND OFFICE SUPPLIES,0.0,0
3167,2013-01-02,47,SEAFOOD,159.518,0
3168,2013-01-02,48,AUTOMOTIVE,5.0,0
3169,2013-01-02,48,BABY CARE,0.0,0
3170,2013-01-02,48,BEAUTY,12.0,0
3171,2013-01-02,48,BEVERAGES,1966.0,0
3172,2013-01-02,48,BOOKS,0.0,0
3173,2013-01-02,48,BREAD/BAKERY,703.298,0
3174,2013-01-02,48,CELEBRATION,0.0,0
3175,2013-01-02,48,CLEANING,3025.0,0
3176,2013-01-02,48,DAIRY,703.0,0
3177,2013-01-02,48,DELI,890.58,0
3178,2013-01-02,48,EGGS,216.0,0
3179,2013-01-02,48,FROZEN FOODS,266.595,0
3180,2013-01-02,48,GROCERY I,8019.0,0
3181,2013-01-02,48,GROCERY II,29.0,0
3182,2013-01-02,48,HARDWARE,2.0,0
3183,2013-01-02,48,HOME AND KITCHEN I,0.0,0
3184,2013-01-02,48,HOME AND KITCHEN II,0.0,0
3185,2013-01-02,48,HOME APPLIANCES,0.0,0
3186,2013-01-02,48,HOME CARE,0.0,0
3187,2013-01-02,48,LADIESWEAR,0.0,0
3188,2013-01-02,48,LAWN AND GARDEN,1.0,0
3189,2013-01-02,48,LINGERIE,2.0,0
3190,2013-01-02,48,"LIQUOR,WINE,BEER",50.0,0
3191,2013-01-02,48,MAGAZINES,0.0,0
3192,2013-01-02,48,MEATS,1757.04,0
3193,2013-01-02,48,PERSONAL CARE,851.0,0
3194,2013-01-02,48,PET SUPPLIES,0.0,0
3195,2013-01-02,48,PLAYERS AND ELECTRONICS,0.0,0
3196,2013-01-02,48,POULTRY,1014.5,0
3197,2013-01-02,48,PREPARED FOODS,149.826,0
3198,2013-01-02,48,PRODUCE,0.0,0
3199,2013-01-02,48,SCHOOL AND OFFICE SUPPLIES,0.0,0
3200,2013-01-02,48,SEAFOOD,37.161,0
3201,2013-01-02,49,AUTOMOTIVE,5.0,0
3202,2013-01-02,49,BABY CARE,0.0,0
3203,2013-01-02,49,BEAUTY,5.0,0
3204,2013-01-02,49,BEVERAGES,3133.0,0
3205,2013-01-02,49,BOOKS,0.0,0
3206,2013-01-02,49,BREAD/BAKERY,818.057,0
3207,2013-01-02,49,CELEBRATION,0.0,0
3208,2013-01-02,49,CLEANING,2062.0,0
3209,2013-01-02,49,DAIRY,1067.0,0
3210,2013-01-02,49,DELI,352.58,0
3211,2013-01-02,49,EGGS,474.0,0
3212,2013-01-02,49,FROZEN FOODS,328.577,0
3213,2013-01-02,49,GROCERY I,5901.0,0
3214,2013-01-02,49,GROCERY II,77.0,0
3215,2013-01-02,49,HARDWARE,2.0,0
3216,2013-01-02,49,HOME AND KITCHEN I,0.0,0
3217,2013-01-02,49,HOME AND KITCHEN II,0.0,0
3218,2013-01-02,49,HOME APPLIANCES,0.0,0
3219,2013-01-02,49,HOME CARE,0.0,0
3220,2013-01-02,49,LADIESWEAR,0.0,0
3221,2013-01-02,49,LAWN AND GARDEN,0.0,0
3222,2013-01-02,49,LINGERIE,1.0,0
3223,2013-01-02,49,"LIQUOR,WINE,BEER",131.0,0
3224,2013-01-02,49,MAGAZINES,0.0,0
3225,2013-01-02,49,MEATS,732.115,0
3226,2013-01-02,49,PERSONAL CARE,399.0,0
3227,2013-01-02,49,PET SUPPLIES,0.0,0
3228,2013-01-02,49,PLAYERS AND ELECTRONICS,0.0,0
3229,2013-01-02,49,POULTRY,411.833,0
3230,2013-01-02,49,PREPARED FOODS,311.105,0
3231,2013-01-02,49,PRODUCE,0.0,0
3232,2013-01-02,49,SCHOOL AND OFFICE SUPPLIES,0.0,0
3233,2013-01-02,49,SEAFOOD,70.578,0
3234,2013-01-02,5,AUTOMOTIVE,6.0,0
3235,2013-01-02,5,BABY CARE,0.0,0
3236,2013-01-02,5,BEAUTY,7.0,0
3237,2013-01-02,5,BEVERAGES,947.0,0
3238,2013-01-02,5,BOOKS,0.0,0
3239,2013-01-02,5,BREAD/BAKERY,566.917,0
3240,2013-01-02,5,CELEBRATION,0.0,0
3241,2013-01-02,5,CLEANING,1810.0,0
3242,2013-01-02,5,DAIRY,414.0,0
3243,2013-01-02,5,DELI,381.477,0
3244,2013-01-02,5,EGGS,246.0,0
3245,2013-01-02,5,FROZEN FOODS,187.168,0
3246,2013-01-02,5,GROCERY I,4558.0,0
3247,2013-01-02,5,GROCERY II,13.0,0
3248,2013-01-02,5,HARDWARE,3.0,0
3249,2013-01-02,5,HOME AND KITCHEN I,0.0,0
3250,2013-01-02,5,HOME AND KITCHEN II,0.0,0
3251,2013-01-02,5,HOME APPLIANCES,1.0,0
3252,2013-01-02,5,HOME CARE,0.0,0
3253,2013-01-02,5,LADIESWEAR,0.0,0
3254,2013-01-02,5,LAWN AND GARDEN,0.0,0
3255,2013-01-02,5,LINGERIE,44.0,0
3256,2013-01-02,5,"LIQUOR,WINE,BEER",73.0,0
3257,2013-01-02,5,MAGAZINES,0.0,0
3258,2013-01-02,5,MEATS,455.39902,0
3259,2013-01-02,5,PERSONAL CARE,427.0,0
3260,2013-01-02,5,PET SUPPLIES,0.0,0
3261,2013-01-02,5,PLAYERS AND ELECTRONICS,0.0,0
3262,2013-01-02,5,POULTRY,311.913,0
3263,2013-01-02,5,PREPARED FOODS,135.0,0
3264,2013-01-02,5,PRODUCE,0.0,0
3265,2013-01-02,5,SCHOOL AND OFFICE SUPPLIES,0.0,0
3266,2013-01-02,5,SEAFOOD,11.745,0
3267,2013-01-02,50,AUTOMOTIVE,7.0,0
3268,2013-01-02,50,BABY CARE,0.0,0
3269,2013-01-02,50,BEAUTY,10.0,0
3270,2013-01-02,50,BEVERAGES,1794.0,0
3271,2013-01-02,50,BOOKS,0.0,0
3272,2013-01-02,50,BREAD/BAKERY,677.196,0
3273,2013-01-02,50,CELEBRATION,0.0,0
3274,2013-01-02,50,CLEANING,2418.0,0
3275,2013-01-02,50,DAIRY,663.0,0
3276,2013-01-02,50,DELI,621.404,0
3277,2013-01-02,50,EGGS,215.0,0
3278,2013-01-02,50,FROZEN FOODS,211.172,0
3279,2013-01-02,50,GROCERY I,7640.0,0
3280,2013-01-02,50,GROCERY II,32.0,0
3281,2013-01-02,50,HARDWARE,0.0,0
3282,2013-01-02,50,HOME AND KITCHEN I,0.0,0
3283,2013-01-02,50,HOME AND KITCHEN II,0.0,0
3284,2013-01-02,50,HOME APPLIANCES,0.0,0
3285,2013-01-02,50,HOME CARE,0.0,0
3286,2013-01-02,50,LADIESWEAR,0.0,0
3287,2013-01-02,50,LAWN AND GARDEN,0.0,0
3288,2013-01-02,50,LINGERIE,5.0,0
3289,2013-01-02,50,"LIQUOR,WINE,BEER",111.0,0
3290,2013-01-02,50,MAGAZINES,0.0,0
3291,2013-01-02,50,MEATS,875.581,0
3292,2013-01-02,50,PERSONAL CARE,733.0,0
3293,2013-01-02,50,PET SUPPLIES,0.0,0
3294,2013-01-02,50,PLAYERS AND ELECTRONICS,0.0,0
3295,2013-01-02,50,POULTRY,343.188,0
3296,2013-01-02,50,PREPARED FOODS,177.325,0
3297,2013-01-02,50,PRODUCE,0.0,0
3298,2013-01-02,50,SCHOOL AND OFFICE SUPPLIES,0.0,0
3299,2013-01-02,50,SEAFOOD,42.266,0
3300,2013-01-02,51,AUTOMOTIVE,4.0,0
3301,2013-01-02,51,BABY CARE,0.0,0
3302,2013-01-02,51,BEAUTY,9.0,0
3303,2013-01-02,51,BEVERAGES,3181.0,0
3304,2013-01-02,51,BOOKS,0.0,0
3305,2013-01-02,51,BREAD/BAKERY,898.284,0
3306,2013-01-02,51,CELEBRATION,0.0,0
3307,2013-01-02,51,CLEANING,1864.0,0
3308,2013-01-02,51,DAIRY,1014.0,0
3309,2013-01-02,51,DELI,365.91,0
3310,2013-01-02,51,EGGS,435.0,0
3311,2013-01-02,51,FROZEN FOODS,235.036,0
